iter	phi	mu	r	Density	Potential
1	0	0.0625	224000	2600	-529763
1	0	0.0625	232000	2600	-528892
1	0	0.0625	240000	2600	-527942
1	0	0.0625	248000	2600	-527007
1	0	0.0625	256000	2600	-525995
1	0	0.0625	264000	2600	-524997
1	0	0.0625	272000	2600	-523922
1	0	0.0625	280000	2600	-522862
1	0	0.0625	288000	2600	-521723
1	0	0.0625	296000	2600	-520600
1	0	0.0625	304000	2600	-519399
1	0	0.0625	312000	2600	-518214
1	0	0.0625	320000	2600	-516950
1	0	0.0625	328000	2600	-515701
1	0	0.0625	336000	2600	-514374
1	0	0.0625	344000	2600	-513063
1	0	0.0625	352000	2600	-511673
1	0	0.0625	360000	2600	-510298
1	0	0.0625	368000	2600	-508846
1	0	0.0625	376000	2600	-507409
1	0	0.0625	384000	2600	-505893
1	0	0.0625	392000	2600	-504393
1	0	0.0625	400000	2600	-502815
1	0	0.0625	408000	2600	-501252
1	0	0.0625	416000	2600	-499611
1	0	0.0625	424000	2600	-497985
1	0	0.0625	432000	2600	-496281
1	0	0.0625	440000	2600	-494592
1	0	0.0625	448000	2600	-492825
1	0	0.0625	456000	2600	-491073
1	0	0.0625	464000	2600	-489242
1	0	0.0625	472000	2600	-487427
1	0	0.0625	480000	2600	-485534
1	0	0.0625	488000	2600	-483655
1	0	0.0625	496000	2600	-481699
1	0	0.0625	504000	2600	-479757
1	0	0.0625	512000	2600	-477739
1	0	0.0625	520000	2600	-475735
1	0	0.0625	528000	2600	-473652
1	0	0.0625	536000	2600	-471583
1	0	0.0625	544000	2600	-469439
1	0	0.0625	552000	2600	-467310
1	0	0.0625	560000	2600	-465105
1	0	0.0625	568000	2600	-462916
1	0	0.0625	576000	2600	-460649
1	0	0.0625	584000	2600	-458396
1	0	0.0625	592000	2600	-456061
1	0	0.0625	600000	2600	-453741
1	0	0.0625	608000	2600	-451342
1	0	0.0625	616000	2600	-448956
1	0	0.0625	624000	2600	-446492
1	0	0.0625	632000	2600	-444043
1	0	0.0625	640000	2600	-441519
1	0	0.0625	648000	2600	-439012
1	0	0.0625	656000	2600	-436431
1	0	0.0625	664000	2600	-433865
1	0	0.0625	672000	2600	-431225
1	0	0.0625	680000	2600	-428600
1	0	0.0625	688000	2600	-425899
1	0	0.0625	696000	2600	-423211
1	0	0.0625	704000	2600	-420444
1	0	0.0625	712000	2600	-417691
1	0	0.0625	720000	2600	-414857
1	0	0.0625	728000	2600	-412035
1	0	0.0625	736000	2600	-409131
1	0	0.0625	744000	2600	-406241
1	0	0.0625	752000	2600	-403268
1	0	0.0625	760000	2600	-400308
1	0	0.0625	768000	2600	-397271
1	0	0.0625	776000	2600	-394249
1	0	0.0625	784000	2600	-391148
1	0	0.0625	792000	2600	-388065
1	0	0.0625	800000	2600	-384909
1	0	0.0625	808000	2600	-381771
1	0	0.0625	816000	2600	-378558
1	0	0.0625	824000	2600	-375361
1	0	0.0625	832000	2600	-372094
1	0	0.0625	840000	2600	-368844
1	0	0.0625	848000	2600	-365524
1	0	0.0625	856000	2600	-362222
1	0	0.0625	864000	2600	-358845
1	0	0.0625	872000	2600	-355482
1	0	0.0625	880000	2600	-352028
1	0	0.0625	888000	2600	-348585
1	0	0.0625	896000	2600	-345052
1	0	0.0625	904000	2600	-341530
1	0	0.0625	912000	2600	-337922
1	0	0.0625	920000	2600	-334328
1	0	0.0625	928000	2600	-330644
1	0	0.0625	936000	2600	-326974
1	0	0.0625	944000	2600	-323236
1	0	0.0625	952000	0	-319543
1	0	0.0625	960000	0	-315947
1	0	0.0625	968000	0	-312447
1	0	0.0625	976000	0	-309039
1	0	0.0625	984000	0	-305718
1	0	0.0625	992000	0	-302480
1	0	0.0625	1e+06	0	-299321
1	0	0.0625	1.008e+06	0	-296239
1	0	0.0625	1.016e+06	0	-293231
1	0	0.0625	1.024e+06	0	-290292
1	0	0.09375	0	2600	-542073
1	0	0.09375	8000	2600	-542080
1	0	0.09375	16000	2600	-542010
1	0	0.09375	24000	2600	-541954
1	0	0.09375	32000	2600	-541820
1	0	0.09375	40000	2600	-541701
1	0	0.09375	48000	2600	-541504
1	0	0.09375	56000	2600	-541322
1	0	0.09375	64000	2600	-541062
1	0	0.09375	72000	2600	-540817
1	0	0.09375	80000	2600	-540494
1	0	0.09375	88000	2600	-540185
1	0	0.09375	96000	2600	-539799
1	0	0.09375	104000	2600	-539427
1	0	0.09375	112000	2600	-538978
1	0	0.09375	120000	2600	-538543
1	0	0.09375	128000	2600	-538030
1	0	0.09375	136000	2600	-537533
1	0	0.09375	144000	2600	-536957
1	0	0.09375	152000	2600	-536396
1	0	0.09375	160000	2600	-535757
1	0	0.09375	168000	2600	-535132
1	0	0.09375	176000	2600	-534430
1	0	0.09375	184000	2600	-533743
1	0	0.09375	192000	2600	-532977
1	0	0.09375	200000	2600	-532227
1	0	0.09375	208000	2600	-531398
1	0	0.09375	216000	2600	-530585
1	0	0.09375	224000	2600	-529693
1	0	0.09375	232000	2600	-528816
1	0	0.09375	240000	2600	-527861
1	0	0.09375	248000	2600	-526921
1	0	0.09375	256000	2600	-525903
1	0	0.09375	264000	2600	-524899
1	0	0.09375	272000	2600	-523818
1	0	0.09375	280000	2600	-522752
1	0	0.09375	288000	2600	-521607
1	0	0.09375	296000	2600	-520477
1	0	0.09375	304000	2600	-519270
1	0	0.09375	312000	2600	-518077
1	0	0.09375	320000	2600	-516806
1	0	0.09375	328000	2600	-515550
1	0	0.09375	336000	2600	-514216
1	0	0.09375	344000	2600	-512896
1	0	0.09375	352000	2600	-511499
1	0	0.09375	360000	2600	-510117
1	0	0.09375	368000	2600	-508656
1	0	0.09375	376000	2600	-507210
1	0	0.09375	384000	2600	-505686
1	0	0.09375	392000	2600	-504178
1	0	0.09375	400000	2600	-502591
1	0	0.09375	408000	2600	-501018
1	0	0.09375	416000	2600	-499368
1	0	0.09375	424000	2600	-497733
1	0	0.09375	432000	2600	-496019
1	0	0.09375	440000	2600	-494321
1	0	0.09375	448000	2600	-492544
1	0	0.09375	456000	2600	-490783
1	0	0.09375	464000	2600	-488943
1	0	0.09375	472000	2600	-487118
1	0	0.09375	480000	2600	-485215
1	0	0.09375	488000	2600	-483327
1	0	0.09375	496000	2600	-481360
1	0	0.09375	504000	2600	-479409
1	0	0.09375	512000	2600	-477379
1	0	0.09375	520000	2600	-475364
1	0	0.09375	528000	2600	-473272
1	0	0.09375	536000	2600	-471195
1	0	0.09375	544000	2600	-469039
1	0	0.09375	552000	2600	-466898
1	0	0.09375	560000	2600	-464678
1	0	0.09375	568000	2600	-462472
1	0	0.09375	576000	2600	-460189
1	0	0.09375	584000	2600	-457921
1	0	0.09375	592000	2600	-455574
1	0	0.09375	600000	2600	-453243
1	0	0.09375	608000	2600	-450834
1	0	0.09375	616000	2600	-448441
1	0	0.09375	624000	2600	-445970
1	0	0.09375	632000	2600	-443514
1	0	0.09375	640000	2600	-440981
1	0	0.09375	648000	2600	-438462
1	0	0.09375	656000	2600	-435865
1	0	0.09375	664000	2600	-433282
1	0	0.09375	672000	2600	-430619
1	0	0.09375	680000	2600	-427972
1	0	0.09375	688000	2600	-425244
1	0	0.09375	696000	2600	-422531
1	0	0.09375	704000	2600	-419740
1	0	0.09375	712000	2600	-416964
1	0	0.09375	720000	2600	-414109
1	0	0.09375	728000	2600	-411269
1	0	0.09375	736000	2600	-408352
1	0	0.09375	744000	2600	-405450
1	0	0.09375	752000	2600	-402471
1	0	0.09375	760000	2600	-399508
1	0	0.09375	768000	2600	-396469
1	0	0.09375	776000	2600	-393445
1	0	0.09375	784000	2600	-390344
1	0	0.09375	792000	2600	-387260
1	0	0.09375	800000	2600	-384102
1	0	0.09375	808000	2600	-380958
1	0	0.09375	816000	2600	-377734
1	0	0.09375	824000	2600	-374523
1	0	0.09375	832000	2600	-371233
1	0	0.09375	840000	2600	-367956
1	0	0.09375	848000	2600	-364601
1	0	0.09375	856000	2600	-361260
1	0	0.09375	864000	2600	-357838
1	0	0.09375	872000	2600	-354427
1	0	0.09375	880000	2600	-350927
1	0	0.09375	888000	2600	-347438
1	0	0.09375	896000	2600	-343865
1	0	0.09375	904000	2600	-340307
1	0	0.09375	912000	2600	-336681
1	0	0.09375	920000	2600	-333078
1	0	0.09375	928000	2600	-329411
1	0	0.09375	936000	2600	-325771
1	0	0.09375	944000	0	-322091
1	0	0.09375	952000	0	-318461
1	0	0.09375	960000	0	-314925
1	0	0.09375	968000	0	-311479
1	0	0.09375	976000	0	-308121
1	0	0.09375	984000	0	-304847
1	0	0.09375	992000	0	-301652
1	0	0.09375	1e+06	0	-298534
1	0	0.09375	1.008e+06	0	-295490
1	0	0.09375	1.016e+06	0	-292516
1	0	0.09375	1.024e+06	0	-289610
1	0	0.125	0	2600	-542073
1	0	0.125	8000	2600	-542080
1	0	0.125	16000	2600	-542009
1	0	0.125	24000	2600	-541953
1	0	0.125	32000	2600	-541818
1	0	0.125	40000	2600	-541698
1	0	0.125	48000	2600	-541500
1	0	0.125	56000	2600	-541316
1	0	0.125	64000	2600	-541054
1	0	0.125	72000	2600	-540807
1	0	0.125	80000	2600	-540481
1	0	0.125	88000	2600	-540170
1	0	0.125	96000	2600	-539781
1	0	0.125	104000	2600	-539406
1	0	0.125	112000	2600	-538953
1	0	0.125	120000	2600	-538515
1	0	0.125	128000	2600	-537998
1	0	0.125	136000	2600	-537496
1	0	0.125	144000	2600	-536916
1	0	0.125	152000	2600	-536350
1	0	0.125	160000	2600	-535707
1	0	0.125	168000	2600	-535077
1	0	0.125	176000	2600	-534370
1	0	0.125	184000	2600	-533677
1	0	0.125	192000	2600	-532905
1	0	0.125	200000	2600	-532149
1	0	0.125	208000	2600	-531314
1	0	0.125	216000	2600	-530493
1	0	0.125	224000	2600	-529595
1	0	0.125	232000	2600	-528711
1	0	0.125	240000	2600	-527749
1	0	0.125	248000	2600	-526801
1	0	0.125	256000	2600	-525775
1	0	0.125	264000	2600	-524763
1	0	0.125	272000	2600	-523674
1	0	0.125	280000	2600	-522599
1	0	0.125	288000	2600	-521445
1	0	0.125	296000	2600	-520306
1	0	0.125	304000	2600	-519089
1	0	0.125	312000	2600	-517887
1	0	0.125	320000	2600	-516606
1	0	0.125	328000	2600	-515340
1	0	0.125	336000	2600	-513995
1	0	0.125	344000	2600	-512666
1	0	0.125	352000	2600	-511257
1	0	0.125	360000	2600	-509864
1	0	0.125	368000	2600	-508392
1	0	0.125	376000	2600	-506935
1	0	0.125	384000	2600	-505399
1	0	0.125	392000	2600	-503878
1	0	0.125	400000	2600	-502279
1	0	0.125	408000	2600	-500694
1	0	0.125	416000	2600	-499031
1	0	0.125	424000	2600	-497383
1	0	0.125	432000	2600	-495656
1	0	0.125	440000	2600	-493944
1	0	0.125	448000	2600	-492154
1	0	0.125	456000	2600	-490379
1	0	0.125	464000	2600	-488525
1	0	0.125	472000	2600	-486686
1	0	0.125	480000	2600	-484769
1	0	0.125	488000	2600	-482867
1	0	0.125	496000	2600	-480887
1	0	0.125	504000	2600	-478922
1	0	0.125	512000	2600	-476876
1	0	0.125	520000	2600	-474846
1	0	0.125	528000	2600	-472740
1	0	0.125	536000	2600	-470649
1	0	0.125	544000	2600	-468477
1	0	0.125	552000	2600	-466318
1	0	0.125	560000	2600	-464078
1	0	0.125	568000	2600	-461852
1	0	0.125	576000	2600	-459548
1	0	0.125	584000	2600	-457259
1	0	0.125	592000	2600	-454896
1	0	0.125	600000	2600	-452548
1	0	0.125	608000	2600	-450126
1	0	0.125	616000	2600	-447719
1	0	0.125	624000	2600	-445237
1	0	0.125	632000	2600	-442768
1	0	0.125	640000	2600	-440218
1	0	0.125	648000	2600	-437682
1	0	0.125	656000	2600	-435062
1	0	0.125	664000	2600	-432455
1	0	0.125	672000	2600	-429765
1	0	0.125	680000	2600	-427089
1	0	0.125	688000	2600	-424329
1	0	0.125	696000	2600	-421585
1	0	0.125	704000	2600	-418764
1	0	0.125	712000	2600	-415959
1	0	0.125	720000	2600	-413079
1	0	0.125	728000	2600	-410216
1	0	0.125	736000	2600	-407280
1	0	0.125	744000	2600	-404361
1	0	0.125	752000	2600	-401371
1	0	0.125	760000	2600	-398399
1	0	0.125	768000	2600	-395351
1	0	0.125	776000	2600	-392319
1	0	0.125	784000	2600	-389210
1	0	0.125	792000	2600	-386118
1	0	0.125	800000	2600	-382948
1	0	0.125	808000	2600	-379790
1	0	0.125	816000	2600	-376545
1	0	0.125	824000	2600	-373310
1	0	0.125	832000	2600	-369985
1	0	0.125	840000	2600	-366672
1	0	0.125	848000	2600	-363272
1	0	0.125	856000	2600	-359884
1	0	0.125	864000	2600	-356408
1	0	0.125	872000	2600	-352942
1	0	0.125	880000	2600	-349391
1	0	0.125	888000	2600	-345852
1	0	0.125	896000	2600	-342237
1	0	0.125	904000	2600	-338644
1	0	0.125	912000	2600	-335004
1	0	0.125	920000	2600	-331399
1	0	0.125	928000	2600	-327760
1	0	0.125	936000	0	-324163
1	0	0.125	944000	0	-320558
1	0	0.125	952000	0	-317011
1	0	0.125	960000	0	-313551
1	0	0.125	968000	0	-310177
1	0	0.125	976000	0	-306885
1	0	0.125	984000	0	-303671
1	0	0.125	992000	0	-300534
1	0	0.125	1e+06	0	-297469
1	0	0.125	1.008e+06	0	-294474
1	0	0.125	1.016e+06	0	-291546
1	0	0.125	1.024e+06	0	-288684
1	0	0.15625	0	2600	-542073
1	0	0.15625	8000	2600	-542080
1	0	0.15625	16000	2600	-542008
1	0	0.15625	24000	2600	-541951
1	0	0.15625	32000	2600	-541815
1	0	0.15625	40000	2600	-541694
1	0	0.15625	48000	2600	-541494
1	0	0.15625	56000	2600	-541308
1	0	0.15625	64000	2600	-541044
1	0	0.15625	72000	2600	-540794
1	0	0.15625	80000	2600	-540465
1	0	0.15625	88000	2600	-540151
1	0	0.15625	96000	2600	-539758
1	0	0.15625	104000	2600	-539379
1	0	0.15625	112000	2600	-538922
1	0	0.15625	120000	2600	-538479
1	0	0.15625	128000	2600	-537958
1	0	0.15625	136000	2600	-537450
1	0	0.15625	144000	2600	-536865
1	0	0.15625	152000	2600	-536293
1	0	0.15625	160000	2600	-535643
1	0	0.15625	168000	2600	-535007
1	0	0.15625	176000	2600	-534293
1	0	0.15625	184000	2600	-533592
1	0	0.15625	192000	2600	-532814
1	0	0.15625	200000	2600	-532049
1	0	0.15625	208000	2600	-531206
1	0	0.15625	216000	2600	-530377
1	0	0.15625	224000	2600	-529470
1	0	0.15625	232000	2600	-528577
1	0	0.15625	240000	2600	-527605
1	0	0.15625	248000	2600	-526648
1	0	0.15625	256000	2600	-525612
1	0	0.15625	264000	2600	-524590
1	0	0.15625	272000	2600	-523490
1	0	0.15625	280000	2600	-522403
1	0	0.15625	288000	2600	-521239
1	0	0.15625	296000	2600	-520088
1	0	0.15625	304000	2600	-518859
1	0	0.15625	312000	2600	-517645
1	0	0.15625	320000	2600	-516351
1	0	0.15625	328000	2600	-515072
1	0	0.15625	336000	2600	-513715
1	0	0.15625	344000	2600	-512371
1	0	0.15625	352000	2600	-510949
1	0	0.15625	360000	2600	-509541
1	0	0.15625	368000	2600	-508055
1	0	0.15625	376000	2600	-506583
1	0	0.15625	384000	2600	-505032
1	0	0.15625	392000	2600	-503496
1	0	0.15625	400000	2600	-501881
1	0	0.15625	408000	2600	-500280
1	0	0.15625	416000	2600	-498601
1	0	0.15625	424000	2600	-496936
1	0	0.15625	432000	2600	-495193
1	0	0.15625	440000	2600	-493463
1	0	0.15625	448000	2600	-491656
1	0	0.15625	456000	2600	-489863
1	0	0.15625	464000	2600	-487991
1	0	0.15625	472000	2600	-486134
1	0	0.15625	480000	2600	-484199
1	0	0.15625	488000	2600	-482279
1	0	0.15625	496000	2600	-480280
1	0	0.15625	504000	2600	-478297
1	0	0.15625	512000	2600	-476230
1	0	0.15625	520000	2600	-474180
1	0	0.15625	528000	2600	-472054
1	0	0.15625	536000	2600	-469944
1	0	0.15625	544000	2600	-467751
1	0	0.15625	552000	2600	-465570
1	0	0.15625	560000	2600	-463307
1	0	0.15625	568000	2600	-461056
1	0	0.15625	576000	2600	-458727
1	0	0.15625	584000	2600	-456415
1	0	0.15625	592000	2600	-454029
1	0	0.15625	600000	2600	-451660
1	0	0.15625	608000	2600	-449217
1	0	0.15625	616000	2600	-446790
1	0	0.15625	624000	2600	-444288
1	0	0.15625	632000	2600	-441798
1	0	0.15625	640000	2600	-439225
1	0	0.15625	648000	2600	-436664
1	0	0.15625	656000	2600	-434016
1	0	0.15625	664000	2600	-431380
1	0	0.15625	672000	2600	-428658
1	0	0.15625	680000	2600	-425949
1	0	0.15625	688000	2600	-423156
1	0	0.15625	696000	2600	-420379
1	0	0.15625	704000	2600	-417526
1	0	0.15625	712000	2600	-414689
1	0	0.15625	720000	2600	-411780
1	0	0.15625	728000	2600	-408889
1	0	0.15625	736000	2600	-405928
1	0	0.15625	744000	2600	-402987
1	0	0.15625	752000	2600	-399976
1	0	0.15625	760000	2600	-396985
1	0	0.15625	768000	2600	-393918
1	0	0.15625	776000	2600	-390867
1	0	0.15625	784000	2600	-387737
1	0	0.15625	792000	2600	-384623
1	0	0.15625	800000	2600	-381427
1	0	0.15625	808000	2600	-378242
1	0	0.15625	816000	2600	-374964
1	0	0.15625	824000	2600	-371693
1	0	0.15625	832000	2600	-368324
1	0	0.15625	840000	2600	-364966
1	0	0.15625	848000	2600	-361517
1	0	0.15625	856000	2600	-358078
1	0	0.15625	864000	2600	-354549
1	0	0.15625	872000	2600	-351030
1	0	0.15625	880000	2600	-347433
1	0	0.15625	888000	2600	-343851
1	0	0.15625	896000	2600	-340205
1	0	0.15625	904000	2600	-336587
1	0	0.15625	912000	2600	-332946
1	0	0.15625	920000	2600	-329351
1	0	0.15625	928000	0	-325755
1	0	0.15625	936000	0	-322215
1	0	0.15625	944000	0	-318699
1	0	0.15625	952000	0	-315248
1	0	0.15625	960000	0	-311878
1	0	0.15625	968000	0	-308587
1	0	0.15625	976000	0	-305372
1	0	0.15625	984000	0	-302231
1	0	0.15625	992000	0	-299161
1	0	0.15625	1e+06	0	-296159
1	0	0.15625	1.008e+06	0	-293223
1	0	0.15625	1.016e+06	0	-290350
1	0	0.15625	1.024e+06	0	-287539
1	0	0.1875	0	2600	-542073
1	0	0.1875	8000	2600	-542080
1	0	0.1875	16000	2600	-542008
1	0	0.1875	24000	2600	-541949
1	0	0.1875	32000	2600	-541812
1	0	0.1875	40000	2600	-541689
1	0	0.1875	48000	2600	-541487
1	0	0.1875	56000	2600	-541299
1	0	0.1875	64000	2600	-541032
1	0	0.1875	72000	2600	-540778
1	0	0.1875	80000	2600	-540446
1	0	0.1875	88000	2600	-540127
1	0	0.1875	96000	2600	-539730
1	0	0.1875	104000	2600	-539347
1	0	0.1875	112000	2600	-538884
1	0	0.1875	120000	2600	-538436
1	0	0.1875	128000	2600	-537908
1	0	0.1875	136000	2600	-537394
1	0	0.1875	144000	2600	-536802
1	0	0.1875	152000	2600	-536223
1	0	0.1875	160000	2600	-535566
1	0	0.1875	168000	2600	-534922
1	0	0.1875	176000	2600	-534199
1	0	0.1875	184000	2600	-533490
1	0	0.1875	192000	2600	-532702
1	0	0.1875	200000	2600	-531928
1	0	0.1875	208000	2600	-531075
1	0	0.1875	216000	2600	-530236
1	0	0.1875	224000	2600	-529318
1	0	0.1875	232000	2600	-528414
1	0	0.1875	240000	2600	-527431
1	0	0.1875	248000	2600	-526462
1	0	0.1875	256000	2600	-525414
1	0	0.1875	264000	2600	-524379
1	0	0.1875	272000	2600	-523266
1	0	0.1875	280000	2600	-522167
1	0	0.1875	288000	2600	-520988
1	0	0.1875	296000	2600	-519824
1	0	0.1875	304000	2600	-518580
1	0	0.1875	312000	2600	-517351
1	0	0.1875	320000	2600	-516042
1	0	0.1875	328000	2600	-514747
1	0	0.1875	336000	2600	-513374
1	0	0.1875	344000	2600	-512014
1	0	0.1875	352000	2600	-510575
1	0	0.1875	360000	2600	-509150
1	0	0.1875	368000	2600	-507646
1	0	0.1875	376000	2600	-506156
1	0	0.1875	384000	2600	-504587
1	0	0.1875	392000	2600	-503032
1	0	0.1875	400000	2600	-501398
1	0	0.1875	408000	2600	-499778
1	0	0.1875	416000	2600	-498079
1	0	0.1875	424000	2600	-496394
1	0	0.1875	432000	2600	-494630
1	0	0.1875	440000	2600	-492880
1	0	0.1875	448000	2600	-491051
1	0	0.1875	456000	2600	-489236
1	0	0.1875	464000	2600	-487342
1	0	0.1875	472000	2600	-485463
1	0	0.1875	480000	2600	-483505
1	0	0.1875	488000	2600	-481561
1	0	0.1875	496000	2600	-479540
1	0	0.1875	504000	2600	-477532
1	0	0.1875	512000	2600	-475441
1	0	0.1875	520000	2600	-473366
1	0	0.1875	528000	2600	-471216
1	0	0.1875	536000	2600	-469080
1	0	0.1875	544000	2600	-466861
1	0	0.1875	552000	2600	-464653
1	0	0.1875	560000	2600	-462363
1	0	0.1875	568000	2600	-460085
1	0	0.1875	576000	2600	-457729
1	0	0.1875	584000	2600	-455388
1	0	0.1875	592000	2600	-452975
1	0	0.1875	600000	2600	-450579
1	0	0.1875	608000	2600	-448107
1	0	0.1875	616000	2600	-445652
1	0	0.1875	624000	2600	-443120
1	0	0.1875	632000	2600	-440601
1	0	0.1875	640000	2600	-437996
1	0	0.1875	648000	2600	-435404
1	0	0.1875	656000	2600	-432722
1	0	0.1875	664000	2600	-430053
1	0	0.1875	672000	2600	-427297
1	0	0.1875	680000	2600	-424554
1	0	0.1875	688000	2600	-421727
1	0	0.1875	696000	2600	-418916
1	0	0.1875	704000	2600	-416030
1	0	0.1875	712000	2600	-413161
1	0	0.1875	720000	2600	-410220
1	0	0.1875	728000	2600	-407297
1	0	0.1875	736000	2600	-404306
1	0	0.1875	744000	2600	-401332
1	0	0.1875	752000	2600	-398291
1	0	0.1875	760000	2600	-395269
1	0	0.1875	768000	2600	-392168
1	0	0.1875	776000	2600	-389082
1	0	0.1875	784000	2600	-385915
1	0	0.1875	792000	2600	-382762
1	0	0.1875	800000	2600	-379524
1	0	0.1875	808000	2600	-376296
1	0	0.1875	816000	2600	-372970
1	0	0.1875	824000	2600	-369651
1	0	0.1875	832000	2600	-366231
1	0	0.1875	840000	2600	-362822
1	0	0.1875	848000	2600	-359323
1	0	0.1875	856000	2600	-355837
1	0	0.1875	864000	2600	-352263
1	0	0.1875	872000	2600	-348702
1	0	0.1875	880000	2600	-345076
1	0	0.1875	888000	2600	-341469
1	0	0.1875	896000	2600	-337814
1	0	0.1875	904000	2600	-334192
1	0	0.1875	912000	0	-330570
1	0	0.1875	920000	0	-327005
1	0	0.1875	928000	0	-323467
1	0	0.1875	936000	0	-319998
1	0	0.1875	944000	0	-316580
1	0	0.1875	952000	0	-313233
1	0	0.1875	960000	0	-309961
1	0	0.1875	968000	0	-306761
1	0	0.1875	976000	0	-303631
1	0	0.1875	984000	0	-300569
1	0	0.1875	992000	0	-297573
1	0	0.1875	1e+06	0	-294641
1	0	0.1875	1.008e+06	0	-291770
1	0	0.1875	1.016e+06	0	-288959
1	0	0.1875	1.024e+06	0	-286206
1	0	0.21875	0	2600	-542073
1	0	0.21875	8000	2600	-542079
1	0	0.21875	16000	2600	-542007
1	0	0.21875	24000	2600	-541947
1	0	0.21875	32000	2600	-541809
1	0	0.21875	40000	2600	-541683
1	0	0.21875	48000	2600	-541479
1	0	0.21875	56000	2600	-541288
1	0	0.21875	64000	2600	-541017
1	0	0.21875	72000	2600	-540760
1	0	0.21875	80000	2600	-540423
1	0	0.21875	88000	2600	-540100
1	0	0.21875	96000	2600	-539697
1	0	0.21875	104000	2600	-539308
1	0	0.21875	112000	2600	-538840
1	0	0.21875	120000	2600	-538384
1	0	0.21875	128000	2600	-537850
1	0	0.21875	136000	2600	-537329
1	0	0.21875	144000	2600	-536728
1	0	0.21875	152000	2600	-536141
1	0	0.21875	160000	2600	-535475
1	0	0.21875	168000	2600	-534821
1	0	0.21875	176000	2600	-534089
1	0	0.21875	184000	2600	-533370
1	0	0.21875	192000	2600	-532571
1	0	0.21875	200000	2600	-531786
1	0	0.21875	208000	2600	-530922
1	0	0.21875	216000	2600	-530071
1	0	0.21875	224000	2600	-529140
1	0	0.21875	232000	2600	-528223
1	0	0.21875	240000	2600	-527227
1	0	0.21875	248000	2600	-526244
1	0	0.21875	256000	2600	-525181
1	0	0.21875	264000	2600	-524132
1	0	0.21875	272000	2600	-523004
1	0	0.21875	280000	2600	-521889
1	0	0.21875	288000	2600	-520694
1	0	0.21875	296000	2600	-519513
1	0	0.21875	304000	2600	-518253
1	0	0.21875	312000	2600	-517005
1	0	0.21875	320000	2600	-515679
1	0	0.21875	328000	2600	-514366
1	0	0.21875	336000	2600	-512973
1	0	0.21875	344000	2600	-511594
1	0	0.21875	352000	2600	-510136
1	0	0.21875	360000	2600	-508691
1	0	0.21875	368000	2600	-507166
1	0	0.21875	376000	2600	-505655
1	0	0.21875	384000	2600	-504065
1	0	0.21875	392000	2600	-502487
1	0	0.21875	400000	2600	-500831
1	0	0.21875	408000	2600	-499188
1	0	0.21875	416000	2600	-497465
1	0	0.21875	424000	2600	-495756
1	0	0.21875	432000	2600	-493968
1	0	0.21875	440000	2600	-492193
1	0	0.21875	448000	2600	-490339
1	0	0.21875	456000	2600	-488498
1	0	0.21875	464000	2600	-486578
1	0	0.21875	472000	2600	-484672
1	0	0.21875	480000	2600	-482687
1	0	0.21875	488000	2600	-480715
1	0	0.21875	496000	2600	-478665
1	0	0.21875	504000	2600	-476629
1	0	0.21875	512000	2600	-474509
1	0	0.21875	520000	2600	-472404
1	0	0.21875	528000	2600	-470224
1	0	0.21875	536000	2600	-468057
1	0	0.21875	544000	2600	-465806
1	0	0.21875	552000	2600	-463567
1	0	0.21875	560000	2600	-461247
1	0	0.21875	568000	2600	-458939
1	0	0.21875	576000	2600	-456552
1	0	0.21875	584000	2600	-454180
1	0	0.21875	592000	2600	-451735
1	0	0.21875	600000	2600	-449304
1	0	0.21875	608000	2600	-446797
1	0	0.21875	616000	2600	-444304
1	0	0.21875	624000	2600	-441734
1	0	0.21875	632000	2600	-439175
1	0	0.21875	640000	2600	-436531
1	0	0.21875	648000	2600	-433900
1	0	0.21875	656000	2600	-431180
1	0	0.21875	664000	2600	-428473
1	0	0.21875	672000	2600	-425682
1	0	0.21875	680000	2600	-422904
1	0	0.21875	688000	2600	-420044
1	0	0.21875	696000	2600	-417200
1	0	0.21875	704000	2600	-414280
1	0	0.21875	712000	2600	-411377
1	0	0.21875	720000	2600	-408401
1	0	0.21875	728000	2600	-405443
1	0	0.21875	736000	2600	-402412
1	0	0.21875	744000	2600	-399398
1	0	0.21875	752000	2600	-396313
1	0	0.21875	760000	2600	-393245
1	0	0.21875	768000	2600	-390094
1	0	0.21875	776000	2600	-386957
1	0	0.21875	784000	2600	-383735
1	0	0.21875	792000	2600	-380526
1	0	0.21875	800000	2600	-377228
1	0	0.21875	808000	2600	-373940
1	0	0.21875	816000	2600	-370556
1	0	0.21875	824000	2600	-367179
1	0	0.21875	832000	2600	-363702
1	0	0.21875	840000	2600	-360241
1	0	0.21875	848000	2600	-356700
1	0	0.21875	856000	2600	-353174
1	0	0.21875	864000	2600	-349573
1	0	0.21875	872000	2600	-345989
1	0	0.21875	880000	2600	-342358
1	0	0.21875	888000	2600	-338753
1	0	0.21875	896000	2600	-335117
1	0	0.21875	904000	0	-331521
1	0	0.21875	912000	0	-327945
1	0	0.21875	920000	0	-324432
1	0	0.21875	928000	0	-320970
1	0	0.21875	936000	0	-317583
1	0	0.21875	944000	0	-314270
1	0	0.21875	952000	0	-311030
1	0	0.21875	960000	0	-307857
1	0	0.21875	968000	0	-304751
1	0	0.21875	976000	0	-301710
1	0	0.21875	984000	0	-298731
1	0	0.21875	992000	0	-295813
1	0	0.21875	1e+06	0	-292954
